-4.278823509842825779e+00,-7.953982235788951138e-01,4.000000000000000000e+00
-4.718217651280407487e+00,-2.530649835277384074e+00,4.000000000000000000e+00
1.799166348752110345e+00,-2.172168441427138053e+00,2.000000000000000000e+00
2.109595316758301031e+00,-3.113371066307894619e+00,2.000000000000000000e+00
-3.008292942349840349e+00,5.530488395122754586e-01,4.000000000000000000e+00
4.271370202563486984e+00,2.785069774832513723e+00,1.000000000000000000e+00
1.614446695454337499e+00,-1.218390246670251642e+00,2.000000000000000000e+00
-6.396018587036689240e-01,-6.153843193565691649e+00,3.000000000000000000e+00
-1.188286043874666742e+00,-2.924883067764025846e-01,3.000000000000000000e+00
-2.905118227149535937e+00,-4.172245637587883138e+00,3.000000000000000000e+00
-1.349865759866486270e+00,-3.189049436476213195e+00,3.000000000000000000e+00
2.971326227972254763e+00,-2.707423958912347217e+00,2.000000000000000000e+00
4.843023466308594038e+00,2.227633879175566989e+00,1.000000000000000000e+00
3.631196648261284743e+00,3.928868107384070996e+00,1.000000000000000000e+00
-1.798675433804835189e+00,-1.310942354929717446e+00,3.000000000000000000e+00
3.867631025120437549e+00,2.354390809565281462e+00,1.000000000000000000e+00
-1.607972655008242713e+00,-2.218427289944932657e+00,3.000000000000000000e+00
2.641762618661925188e+00,1.070521285724663096e+00,1.000000000000000000e+00
-3.094802172755596992e+00,-1.051988105504270354e+00,4.000000000000000000e+00
-3.092295848293560301e+00,-2.010156813268230147e-01,4.000000000000000000e+00
3.158187623093631213e+00,3.600288903091114712e+00,1.000000000000000000e+00
2.792782756799445210e+00,-3.097055696305920591e+00,2.000000000000000000e+00
3.079536823170314630e+00,1.512375999794050907e+00,1.000000000000000000e+00
2.981865800533987088e+00,1.301031389309719177e+00,1.000000000000000000e+00
-2.353470974343497168e+00,-1.358618443760981620e+00,4.000000000000000000e+00
4.427387976213822185e+00,2.361838835540086556e+00,1.000000000000000000e+00
-3.576246311303953540e+00,-4.579268143029975313e-01,4.000000000000000000e+00
-3.200097744847871795e+00,-8.669820405438011246e-01,4.000000000000000000e+00
-9.857474988514247638e-01,-2.017712387816315012e+00,3.000000000000000000e+00
2.536114929844428545e+00,-3.963667340755703261e+00,2.000000000000000000e+00
-1.483266556084888776e+00,-4.657745779391337493e+00,3.000000000000000000e+00
3.493954588051189525e+00,3.700686068634150061e+00,1.000000000000000000e+00
3.249142534288910422e+00,2.573326114803246245e+00,1.000000000000000000e+00
-3.203690556425518920e+00,-1.052993862914886725e+00,4.000000000000000000e+00
2.354352837705489421e+00,-4.408776332925880226e+00,2.000000000000000000e+00
-4.225137577566080438e+00,-1.123957306648331933e+00,4.000000000000000000e+00
3.838486892047717536e+00,3.548480905158802656e+00,1.000000000000000000e+00
-2.332720685597641008e+00,-1.005573090971258354e+00,4.000000000000000000e+00
-2.769140005878425903e+00,-5.610091101811811143e+00,3.000000000000000000e+00
1.063799579777348292e+00,-2.069842034409556497e+00,2.000000000000000000e+00
1.880570234191730306e+00,-3.814795093062696374e+00,2.000000000000000000e+00
-5.538083755017843224e+00,-4.691267360069666381e-01,4.000000000000000000e+00
-1.324085784020418322e+00,-3.543805510888711208e+00,3.000000000000000000e+00
-1.720585063768833134e+00,-5.242274729779964559e+00,3.000000000000000000e+00
-3.797660455757418507e+00,-6.855931908160712851e-01,4.000000000000000000e+00
2.933295530427768583e+00,-2.243917016640557538e+00,2.000000000000000000e+00
1.082317727464566115e+00,-1.185866093778971120e+00,2.000000000000000000e+00
-1.796135028610022166e+00,-1.838527949253843996e+00,3.000000000000000000e+00
4.690689977465119398e+00,3.470455952252970988e+00,1.000000000000000000e+00
3.861310161829314413e+00,2.090242083278488039e+00,1.000000000000000000e+00
2.394239381793276333e+00,-3.973849191881925869e+00,2.000000000000000000e+00
2.732262294423254190e+00,1.205393890954995051e+00,1.000000000000000000e+00
1.229338309055833411e+00,-4.877021906755786063e+00,2.000000000000000000e+00
-8.896186391577547425e-01,-1.690288217383521641e+00,3.000000000000000000e+00
3.435411044268140479e+00,1.954023895930397936e+00,1.000000000000000000e+00
2.843979169126126472e+00,-4.518300895809838735e+00,2.000000000000000000e+00
3.071024348362421108e+00,1.152745946824519141e+00,1.000000000000000000e+00
-6.666443080327294268e+00,-2.879606591014010952e+00,4.000000000000000000e+00
-2.386361750021035899e+00,-2.733127547091428244e+00,3.000000000000000000e+00
-2.049178933891786514e+00,6.795913922692120579e-01,3.000000000000000000e+00
-1.932534646303358361e+00,-4.955415070802814625e+00,3.000000000000000000e+00
-2.092721288987420269e+00,-3.018757940071639112e+00,3.000000000000000000e+00
